example_id,tweet_id,author_id,created_at,text,intent,severity,expected_action,label_notes
62,1037517,365440,2017-10-14 16:32:30+00:00,@Uber_Support This is my bus ticket just because I missed my train. https://t.co/uYlfTBbZcV,other,low,other,The message provides a ticket image but does not state a specific support request.
63,1211219,404288,2017-10-25 11:43:00+00:00,@133311 My Uber eats order has gone missing and I can't get hold of your driver. AND I CAN'T GET HOLD OF ANYONE AT UBER,trip_issue,high,investigate_trip,Customer reports a missing Uber Eats order and inability to reach the driver or support.
65,351517,199615,2017-10-08 12:03:37+00:00,@Uber_Support I've done that. Hopefully I get my money back that you conned out of me,refund_request,high,process_refund,Customer expects money back after a disputed charge.
66,2033273,529660,2017-11-08 05:17:01+00:00,@601228 @115873 I have and it doesn’t fix things. The gps is pointing at me and they keep doing u-turns and circling the plaza,app_technical_issue,medium,troubleshoot,Customer reports GPS/location problems causing the driver to circle and make incorrect turns.
67,2206499,645148,2017-11-09 23:10:21+00:00,@Uber_Support __email__,general_question,low,provide_information,Customer is supplying an email address for support follow-up.
68,2323374,673169,2017-11-13 12:14:15+00:00,@Uber_Support I have raised the complain against the driver so many times but u people are neither refunding my extra money back and nor taking any action against the driver. This is what Uber is...Hell with the service..,refund_request,high,process_refund,Customer reports repeated driver complaints and an unresolved request for repayment of extra charges.
69,2208056,645519,2017-11-10 00:47:11+00:00,@115873 why do the customer and driver maps not sync up? Been seeing this for about a week and it makes no sense..,app_technical_issue,medium,troubleshoot,Customer reports that customer and driver maps are not synchronizing.
70,2761769,538430,2017-11-21 06:51:25+00:00,@115873 Are these available now in Arizona? @Uber_Support https://t.co/dZTiQZBPUd,service_availability,low,provide_information,Customer asks whether a service is available in Arizona.
71,2522570,230899,2017-11-16 02:21:27+00:00,@Uber_Support Your entire organization of people I contacted was pretty much useless; I actually thought maybe all the responses were coming from a bit programmed by someone who’s English was not their first language.,general_question,low,provide_information,Customer is complaining about unhelpful support interactions without a specific issue.
74,1187807,399316,2017-10-24 23:51:07+00:00,".@115873, what exactly is a ""spooky compliment"" and why do you insist I give one to my driver? Pls advise.",general_question,low,provide_information,Customer asks for clarification about a driver-related app prompt.
76,1527789,474371,2017-11-04 13:34:14+00:00,"@Uber_Support ""will be in touch"" means: ""will try to unsubscribe you from emails"", then ""will ask you for information that was already provided"" (shrug)",general_question,low,provide_information,Customer complains about support follow-up and repeated requests for information.
77,2598612,491759,2017-11-17 14:00:23+00:00,"@Uber_Support There is no point, your service agents do not read and send the same copy and paste messages. They avoid answering questions or solving the problem and never read previous messages.",general_question,low,provide_information,Customer complains that support agents repeat generic responses and do not resolve the issue.
78,1485789,443339,2017-10-28 21:06:19+00:00,Hey @115873 @131434 this guy just pulled up and as I went to open boot drove off. Not very happy. https://t.co/1HG5AgC0NN,driver_issue,medium,contact_driver,Customer reports a driver leaving before completing the pickup.
79,1193503,400451,2017-10-25 00:49:24+00:00,"Hey @115873 what’s wrong with @115877??? I’m starving and can’t order anything, https://t.co/qKFgOOPIm7",service_availability,medium,provide_information,Customer cannot place an Uber Eats order and asks what is wrong.
80,2495813,712294,2017-10-30 01:18:12+00:00,"@Uber_Support Thanks, but like I said I have @115879 now. ✌️",general_question,low,provide_information,Customer is informing support that they now have another contact/person handling the issue.
81,2815021,784807,2017-11-27 02:26:48+00:00,@115873 @122828 ridesharing is seriosly messed up at ATL airport right now. Over 30 minutes wait times to get picked up... with an estimated arrival of 5 minutes the whole time... it might have been faster to walk home or take a regular taxi,service_availability,medium,provide_information,Customer reports extremely long pickup waits and unreliable estimated arrival times.
82,620261,267213,2017-11-22 17:13:34+00:00,"What is the choice one has with @115873 when the price showed during payment is 50% higher than one shown when you requested the cab service @115873 support! With @115873 app you can give feedback about the driver, but not about #Uber?",fare_pricing,high,explain_charge,Customer disputes a large difference between the displayed and charged ride price.
83,2380950,647367,2017-11-13 10:26:12+00:00,"@115873 why did you charge me when the driver cancelled on me, then say that any refund will come off my next trip? Why are you keeping my money, not refunding properly?? https://t.co/By8jaWlIyW",refund_request,high,process_refund,Customer disputes a charge caused by a driver cancellation and asks why the refund is being withheld.
84,2885981,457383,2017-11-28 13:51:42+00:00,@Uber_Support waiting for your reply,general_question,low,provide_information,Customer is waiting for a support response.
85,2441981,700291,2017-11-14 23:21:07+00:00,"@Uber_Support Stopping ripping us off would be a start, like upping the price into Manchester at 5.30. All the traffic is coming the other way you bloody con artist",fare_pricing,medium,explain_charge,Customer disputes a high ride price at a particular time and location.
86,1959909,188801,2017-10-30 21:30:55+00:00,@Uber_Support @581363 __email__,general_question,low,provide_information,Customer is providing an email address for support.
87,1758929,529462,2017-10-17 21:05:22+00:00,@115873 “oops something went wrong”.... with your app six times. Disgruntled taxi to the rescue!,app_technical_issue,medium,troubleshoot,Customer reports repeated app errors while trying to use the service.
91,1481213,463924,2017-11-03 08:08:05+00:00,@Uber_Support I really recommend everyone to boycott Uber. These guys suck big time. No control over the drivers and blocking someone account without any reason shared. #Boycottuber,general_question,low,provide_information,Customer expresses broad dissatisfaction with Uber and account handling without a specific actionable issue.
92,2366481,683135,2017-11-13 22:42:13+00:00,@Uber_Support need help with uploading my driver license y’all keep kicking it back.,account_access,medium,resolve_account,Customer cannot successfully upload a driver license document.
94,616425,176456,2017-10-23 21:38:33+00:00,@Uber_Support @224036 SEE.,general_question,low,provide_information,The message only directs support to previously referenced information.
95,1474880,454972,2017-11-02 21:43:42+00:00,@Uber_Support claiming they have replied to my email - utter lies. They really are the worst customer service I’ve ever encountered.,general_question,low,provide_information,Customer disputes support’s claim of having replied to their email.
96,145320,148943,2017-11-23 07:39:05+00:00,@Uber_Support @115873 I just had thee WORST experience with one of your drivers CALL ME NOW,driver_issue,high,contact_driver,Customer reports a very bad driver experience and requests immediate contact.
97,1896200,154344,2017-10-18 12:33:25+00:00,Hey @115873 15 mins ago you said 4 mins. But then sent driver to drop off two others. Not nice,driver_issue,medium,contact_driver,Customer reports an unexpected pickup delay caused by the driver taking another passenger.
98,564435,252208,2017-12-03 00:40:48+00:00,@Uber_Support DM’d you my email. No response? I’m sorry to be chasing this so much. But it’s my purse. And I’m worried another passenger could walk away with it.,lost_item,high,recover_lost_item,Customer reports a missing purse and worries another passenger may take it.
99,175041,157075,2017-11-25 00:17:07+00:00,"@Uber_Support I've deleted my account and I really, really hope you all get really painful gas tonight. Like, the kind that makes you wonder if you have a parasite or something. https://t.co/K5WjOvgB0d",account_access,medium,resolve_account,Customer says they deleted their account and is expressing dissatisfaction without a specific new request.
101,1058097,369819,2017-10-15 00:06:47+00:00,"@Uber_Support No problem. My ride drove me to my destination just fine. Only that for the future, the app should register that you are with a driver.",app_technical_issue,low,troubleshoot,Customer reports that the app failed to register that they were with the driver.
102,2170197,636640,2017-11-09 02:47:49+00:00,@115877 One bowl is full the other is half full... but nobody will answer why this is?,trip_issue,medium,investigate_trip,Customer reports an unexplained difference in an order and wants an explanation.
105,1763370,530512,2017-11-07 20:45:17+00:00,@115873 unimpressed when driver cancels fare to get a better one when I can see him,cancellation,medium,cancel_trip,Customer reports a driver cancelling a fare to seek a better trip.
106,1038934,301743,2017-10-18 09:31:06+00:00,"@Uber_Support hi, i have shared the issue multiple times, yet, your team is closing the call without any resolution. is there a wa I can reach your team?",general_question,medium,provide_information,Customer says repeated support contacts are being closed without resolution and asks how to reach the team.
109,1240264,410922,2017-11-03 19:06:37+00:00,@Uber_Support a driver canceled on me forcing me to find another ride for 33% more...after doing so the same driver accepted the request,cancellation,high,cancel_trip,Customer reports a driver cancellation that forced them to pay more for another ride.
110,676274,281315,2017-11-23 11:02:20+00:00,"@Uber_Support my app &amp; my driver's app does not synch. My dest indicates the correct location with price, but his app indicates my pickup location as my drop-off point. Also, it seemed that he set his route to the opposite direction so he shouldn't have gotten my booking.",app_technical_issue,medium,troubleshoot,Customer reports that the rider and driver apps show inconsistent pickup and destination information.
111,91607,135867,2017-12-01 09:20:32+00:00,@Uber_Support I did already for ubereats your response was below par,general_question,low,provide_information,Customer says a previous Uber Eats support response was inadequate.
112,2081788,615651,2017-10-19 02:53:56+00:00,"@Uber_Support I’ve already gone through all this, I would like to talk to a representative",general_question,medium,provide_information,Customer asks to speak directly with a representative after following prior steps.
113,905425,334946,2017-10-13 18:59:17+00:00,@115873 my driver was unprofessional and asked to be paid in cash. I ask a refund for the hassle.,refund_request,medium,process_refund,Customer requests a refund because a driver was unprofessional and demanded cash.
114,289823,170280,2017-10-08 08:37:48+00:00,"@Uber_Support Am I the only customer to leave a phone and wallet in an Uber, what is going on? No way to contact you other than Twitter? Outrageous!",lost_item,high,recover_lost_item,Customer reports leaving a phone and wallet in an Uber and cannot contact support by another method.
115,228984,125793,2017-10-05 08:00:05+00:00,@Uber_Support @170612 Do you have a magic air freshener button to release it from the [U] ? Else how?,general_question,low,provide_information,Customer asks a general question about an unusual in-app feature or action.
116,2194187,642072,2017-11-09 20:45:12+00:00,@Uber_Support 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾THANK YOU!!!!!!!!!!,general_question,low,provide_information,Customer is thanking support.
118,545883,246910,2017-12-02 18:14:08+00:00,@Uber_Support hey i sent the DM but no email,general_question,low,provide_information,Customer says they sent a direct message but have not received an email.
119,1680181,510556,2017-11-06 15:50:41+00:00,"@115873 I am waiting for a reply via email, twitter something. This is not right at all",general_question,medium,provide_information,Customer is waiting for a response from support through email or Twitter.
120,915282,337332,2017-10-12 05:36:08+00:00,"@Uber_Support I keep checking, I’ve signed up for the emails:(",general_question,low,provide_information,Customer is following up about email communication.
121,2876067,798407,2017-11-28 05:42:21+00:00,"@Uber_Support are you going to make me reset my password a 4th time in 20 days, send the same generic email to reset my password and continue letting hackers in London go for joy rides with my account?",account_access,high,resolve_account,Customer reports repeated password resets and suspected unauthorized account access.
123,2646351,746637,2017-11-17 21:57:50+00:00,"@Uber_Support Hello, i have been charged for the so called free Krispy Kreme promotiom. Never got them anyways. I would like to get a refund. My paypal states that you are holding my money",promotion_offer,high,explain_charge,Customer was charged for a supposedly free promotion and requests correction.
124,722991,293116,2017-10-11 02:55:19+00:00,@Uber_Support Can you DM me and check on my behalf please?,general_question,low,provide_information,Customer asks support to check something on their behalf.
125,2750551,770065,2017-11-21 00:36:16+00:00,"@Uber_Support Unhelpful. Uninformative. @115873 is the most uncommunicative company I have ever encountered, a quality that hinders progress and success.",general_question,low,provide_information,Customer complains that support communication is unhelpful and uninformative.
126,2416660,694531,2017-10-29 08:55:40+00:00,"Book a taxi, go outside within 1 min &amp; rude driver says no, you're late, drives off &amp; charges us £5. Appalling, never again @115873 #Uber",driver_issue,medium,contact_driver,Customer reports a rude driver who drove away and charged a fee.
127,2981094,822217,2017-11-30 04:31:15+00:00,@Uber_Support Please restore my account with respect to mobile number 9011978955 and delete 7066688823. Thanks,account_access,medium,resolve_account,Customer asks support to restore one account and remove another.
128,2759177,772060,2017-11-21 04:16:23+00:00,@Uber_Support Thnx,general_question,low,provide_information,Customer is simply thanking support.
129,2558770,726386,2017-11-16 17:12:30+00:00,"@Uber_Support Already done this. The answer which i got is this only, which i said earlier.",general_question,low,provide_information,Customer says they already completed the requested step and received the same answer.
133,2053900,607444,2017-10-06 04:28:58+00:00,And I’m done with @115877. My orders have been screwed up too often and their support sucks too hard. Back to @1165!,trip_issue,medium,investigate_trip,Customer reports repeated problems with Uber Eats orders.
134,2466718,705825,2017-11-25 22:54:50+00:00,"Done with @6980. First driver cancels because their shitty gps couldn’t direct him to my location and second driver same problem, so I cancelled and it cost me $5. Every driver has to ask me directions because their map is so bad. Over it.",cancellation,medium,cancel_trip,Customer reports repeated driver cancellations and a cancellation fee after GPS problems.
136,457863,569337,2017-12-01 03:28:00+00:00,@Uber_Support Hopefully soon don’t want to drive till this is fixed,account_access,medium,resolve_account,Customer says they do not want to drive until an unresolved issue is fixed.
137,2961965,817368,2017-11-29 20:57:53+00:00,@115873 why the fuck do your drivers sit in the same spot for ten minutes before picking me up???,driver_issue,medium,contact_driver,Customer reports a driver waiting in place instead of proceeding to pickup.
138,469493,226791,2017-12-01 07:29:46+00:00,@Uber_Support Are you taking the fucking piss,general_question,low,provide_information,The message expresses frustration but does not identify a specific support issue.
139,1145207,389536,2017-10-15 13:02:29+00:00,@Uber_Support you have really bad drivers that always tell me to cancel. You also need to fix your GPS.,driver_issue,medium,contact_driver,Customer reports drivers telling riders to cancel and also mentions GPS problems.
140,432835,217952,2017-10-10 15:33:30+00:00,"@Uber_Support btw, that link didnt answer my question. but its ok, lyfts website gave me the answer that i needed",general_question,low,provide_information,Customer says the provided link did not answer their question.
141,2784809,777553,2017-11-27 00:32:24+00:00,"@115873 @Uber_Support Left my phone with one of ur drivers. Contacted her, she wont respond. What should I do next? #SOS",lost_item,high,recover_lost_item,Customer left a phone with a driver and the driver is not responding.
142,125043,144031,2017-11-24 02:10:40+00:00,@Uber_Support y my acct block again.can u help? my email is __email__,account_access,high,resolve_account,Customer reports that their account is blocked again and asks for help.
143,1658766,506092,2017-11-06 04:32:51+00:00,I’m tryna schedule an upcoming trip for someone on Uber but ya app isn’t letting me :( @115873,app_technical_issue,medium,troubleshoot,Customer cannot schedule an upcoming trip because the app will not allow it.
144,2625382,741585,2017-10-30 23:31:12+00:00,@Uber_Support How will we “be in touch”? Email?,general_question,low,provide_information,Customer asks how support will contact them.
145,1002868,357385,2017-10-14 08:16:11+00:00,"@Uber_Support Hi, my Uber Account is suspended. Help.",account_access,high,resolve_account,Customer reports that their Uber account is suspended.
146,1396800,444813,2017-10-29 12:28:08+00:00,@Uber_Support No Trouble! The service was great once driver got there! Just fyi to make some adjustments to your driver's route app. Needs some fixing!,app_technical_issue,low,troubleshoot,Customer reports that the driver route app needs adjustment even though the ride itself was successful.
147,2462258,658588,2017-11-15 08:18:38+00:00,@Uber_Support @704902 Lol... “Here to help” is bullshit. @Uber_Support won’t help you at all. They are anti-passenger.,general_question,low,provide_information,Customer broadly complains that support will not help.
148,683909,283220,2017-11-23 12:11:07+00:00,"@115873 @Uber_Support @119983 Hi, Uber is taking booking from Barrackpore to Howrah but not Howrah to Barrackpore instead it take booking up to Khardaha only..why? Revised this and extend it up to Barrackpore..",service_availability,medium,provide_information,Customer reports that a particular route is bookable in one direction but not the other.
149,2410682,693110,2017-11-14 16:24:08+00:00,"@Uber_Support hey last Saturday I had an incorrect fare fee that y'all were supposed to adjust and refund me +$90, instead I was charged $90 again today! Cmon #Uber ?! #Lyft is calling my name ..",refund_request,high,process_refund,Customer says an incorrect fare was supposed to be refunded but the same amount was charged again.
151,1266565,416558,2017-10-26 11:15:14+00:00,18 min to get right from hotel in Oakland to airport @115873 really that is my match ?,fare_pricing,medium,explain_charge,Customer questions whether the assigned ride is reasonable given the travel time.
153,1374208,439855,2017-10-28 00:09:38+00:00,@115877 @uber_support,general_question,low,provide_information,The message contains only support account mentions and no specific request.
154,109158,140229,2017-11-23 05:40:37+00:00,@Uber_Support Thank you. I'll send it again.,general_question,low,provide_information,Customer confirms they will resend the requested information.
155,1593619,489767,2017-10-17 04:46:34+00:00,@Uber_Support today took my kid without waiting for me to ride and left and my daughter with him and he talk bad and let me leave the car,safety_issue,critical,escalate_safety,Customer reports a driver taking a child without waiting and behaving inappropriately.
156,102110,138386,2017-11-30 17:49:44+00:00,"I cannot process my order, it keeps saying error verifying payment profile. 😡😡😡😡 @115877",app_technical_issue,medium,troubleshoot,Customer cannot process an order because payment-profile verification returns an error.
157,1081549,375131,2017-10-23 19:51:38+00:00,@Uber_Support this is not a useful message when you are at the hospital and want to go home https://t.co/Dzwjb2GJ84,service_availability,medium,provide_information,Customer says the support response is not useful while trying to arrange a ride home from a hospital.
159,170438,155303,2017-11-24 21:26:47+00:00,@115877 I want a refund IMMEDIATELY! Food was not delivered after 2 hours then order was cancelled saying unable to deliver after 2 hours? Restaurant called had to collect and pay again for cold soggy food for my family! Shocking!,refund_request,high,process_refund,Customer requests an immediate refund after a food order was not delivered and they had to pay again.
160,2512363,716018,2017-12-01 00:19:29+00:00,@115877 how long does a courier have to wait before speeding off with my food that I paid for?😑😑😑😑😑😑,driver_issue,medium,contact_driver,Customer asks about a courier leaving with food after a wait.
162,83619,134369,2017-11-30 09:57:16+00:00,@Uber_Support I received this promotional code but it is not working. https://t.co/xPRUcTIjPK,promotion_offer,medium,provide_information,Customer reports that a promotional code is not working.
163,647064,273686,2017-11-22 18:34:59+00:00,"@119983 refered my friend on uber we got free ride of 25₹ but after we availed the ride, I didn't got any promo or benefits. Is this to expect or something else ? @116288 @115873 @Uber_Support",promotion_offer,medium,provide_information,Customer says a referral promotion benefit was not received after completing the ride.
164,1691632,513490,2017-10-28 22:53:54+00:00,@115873 how many fucking times are you going to cancel trips on me?! Might have to go check out @115879,cancellation,high,cancel_trip,Customer is upset about repeated trip cancellations.
165,1268432,416999,2017-10-26 13:37:02+00:00,"@Uber_Support - acct hacked last year, charges cancelled, I closed my acct. Recently re downloaded app and tried to book but was declined",account_access,high,resolve_account,Customer reports a previously hacked account and inability to book after reinstalling the app.
166,865980,325640,2017-10-13 12:47:52+00:00,@Uber_Support Hey. Yeah. Uber. You guys are refusing to refund me even though my driver took me to THE WRONG STATE. what the hell??,trip_issue,high,investigate_trip,Customer says the driver took them to the wrong state and they are disputing the resulting fare.
167,669822,139951,2017-11-23 06:26:44+00:00,"@Uber_Support @119983 @3564 @127960 @115873 You guys asked me to DM you guys and instead of accepting your mistake, you guys are blaming it on driver. You guys say that you want to help but it’s not evident from your replies. Can anyone help me out? https://t.co/XwVKhDiaGg",general_question,low,provide_information,Customer complains that support blamed the driver instead of resolving the reported issue.
169,595115,257875,2017-12-03 18:50:42+00:00,@Uber_Support I was charged $75 for a $10 ride how do I dispute or find out why i was overcharged ? Why is there no way to speak directly with someone very frustrating,billing_payment,high,explain_charge,Customer reports being charged far more than the ride price and asks how to dispute it.
170,1740957,525263,2017-10-28 23:24:46+00:00,@Uber_Support my account info has been wiped when I accidentally created a new acc rather than logging in. Can I get my old acc back?,account_access,medium,resolve_account,Customer accidentally created a new account and wants to recover the old account information.
171,2619979,740347,2017-11-17 15:23:17+00:00,@Uber_Support dwar sir I try all mean to reset my forget password but no link is working g,account_access,medium,resolve_account,Customer cannot reset a forgotten password because the reset link does not work.
173,583022,257491,2017-12-03 13:47:41+00:00,@Uber_Support i have written 2-3 mail but no reply come from your side.,general_question,medium,provide_information,Customer reports sending several emails without receiving a response.
174,1047301,367541,2017-10-23 11:06:39+00:00,I'm in an @115873 and the driver is a very rude uncle. He did not help me with my luggage and shouted at me when I got in to the car.,driver_issue,high,contact_driver,Customer reports a rude driver who shouted and refused to help with luggage.
