example_id,tweet_id,author_id,created_at,text,intent,severity,expected_action,label_notes
43,1831830,549627,2017-11-25 22:09:19+00:00,"@116276 Okay this is about my UBER fuel card but since you do NOT have a help page we MUST pick a ride to ask for help which make no sense to me. If you look at these two screenshots you will see that each time, i used UBER fuel card instead of getting a discount I was overbilled https://t.co/Yz3lbGZeTT",,,,
44,2375477,685210,2017-11-14 02:35:30+00:00,@Uber_Support i’ve been trying to download uber and it says something about being disabled 🤔,,,,
45,2434707,698625,2017-10-29 13:53:13+00:00,@115873 I left my keys in my uber last night and seems to be impossible to contact them been trying since 9:30 last night,,,,
46,2811823,784071,2017-11-22 08:03:11+00:00,"My @115873 driver got off on the wrong exit against the GPS instructions 3 times, refused to play music, &amp; fell a sleep whilst driving.. then had the nerve to ASK for a tip.",,,,
47,2409024,692708,2017-11-14 14:11:27+00:00,@148768 @115877 sort it out!!! Imagine all that hype only for the app to crash #dead,,,,
48,1605697,492551,2017-11-05 17:17:31+00:00,"@Uber_Support Ah, good to hear 😀! Also, whoops, meant location***",,,,
49,616401,266280,2017-10-23 20:54:49+00:00,@Uber_Support how do I get started I'm not getting a reply,,,,
50,718589,279950,2017-11-25 08:43:45+00:00,@Uber_Support Is there a number to which I can call?,,,,
51,1250702,122614,2017-10-26 03:29:24+00:00,"@115873 I have been waiting for your driver, called him, his phone busy &amp; then I get this! Cab cancelled? Rs. 42 for driver's disservice?? https://t.co/omSHS242dZ",,,,
52,1592909,489576,2017-11-05 04:20:52+00:00,@Uber_Support @115873 @Uber_Support Thanks a ton Uber team. Never expected such a quick response and resolution... great job 😊,,,,
53,1351790,435227,2017-11-04 04:04:33+00:00,"Hey @115873/@115879 - your driver (7XVJ197) nearly put me in the hospital, then threatened to fight me. Deactivate this dangerous asshole. https://t.co/RccKpgwEEg",,,,
54,2799547,781065,2017-11-21 23:30:32+00:00,@Uber_Support how do I report a driver that is not going to pick me up since is getting far away and I cannot cancel it because I will be charged,,,,
55,613289,191450,2017-11-22 13:36:26+00:00,@Uber_Support How do i send you dm? When u r not added to me,,,,
56,1232374,409031,2017-10-25 23:48:13+00:00,@Uber_Support Thanks for the refund 💖,,,,
57,1189505,399604,2017-10-25 05:15:23+00:00,@50832 @115873 @Uber_Support can you look into this? It’s incredibly frustrating. @50832 have confirmed the issue is not on their end.,,,,
58,2916495,807255,2017-11-28 23:37:26+00:00,@115873 WTF are your uber driver doing in gatwick? It's the 3time I order it and they cancel aftr 3mi waiting. Exactly the same than last week,,,,
59,2390677,695888,2017-11-14 15:03:49+00:00,@148768 @115877 When you manage to place your order for free #krispykremes and they reject you! 😭😂 #fakepromotion?! #happytuesdaylondon https://t.co/IA25xBaJSj,,,,
60,1402310,446048,2017-10-28 18:13:25+00:00,@Uber_Support I just did. How long till I get a response and my money back?,,,,
61,2821974,452610,2017-11-27 07:26:46+00:00,Ive been requesting for a ride for 8 times since 2.30pm and failed every single time @108202 @Uber_Support @213343 @115873.plis help ☹️,,,,
62,1037517,365440,2017-10-14 16:32:30+00:00,@Uber_Support This is my bus ticket just because I missed my train. https://t.co/uYlfTBbZcV,,,,
63,1211219,404288,2017-10-25 11:43:00+00:00,@133311 My Uber eats order has gone missing and I can't get hold of your driver. AND I CAN'T GET HOLD OF ANYONE AT UBER,,,,
64,2217485,647854,2017-11-10 07:16:18+00:00,"@Uber_Support sir, there is driver name Siaram, drives Uber in Jaipur, kindly help me with his contact number",,,,
65,351517,199615,2017-10-08 12:03:37+00:00,@Uber_Support I've done that. Hopefully I get my money back that you conned out of me,,,,
66,2033273,529660,2017-11-08 05:17:01+00:00,@601228 @115873 I have and it doesn’t fix things. The gps is pointing at me and they keep doing u-turns and circling the plaza,,,,
67,2206499,645148,2017-11-09 23:10:21+00:00,@Uber_Support __email__,,,,
68,2323374,673169,2017-11-13 12:14:15+00:00,@Uber_Support I have raised the complain against the driver so many times but u people are neither refunding my extra money back and nor taking any action against the driver. This is what Uber is...Hell with the service..,,,,
69,2208056,645519,2017-11-10 00:47:11+00:00,@115873 why do the customer and driver maps not sync up? Been seeing this for about a week and it makes no sense..,,,,
70,2761769,538430,2017-11-21 06:51:25+00:00,@115873 Are these available now in Arizona? @Uber_Support https://t.co/dZTiQZBPUd,,,,
71,2522570,230899,2017-11-16 02:21:27+00:00,@Uber_Support Your entire organization of people I contacted was pretty much useless; I actually thought maybe all the responses were coming from a bit programmed by someone who’s English was not their first language.,,,,
72,97649,137374,2017-11-30 16:28:35+00:00,I'm actually pissed AF rn @115873,,,,
73,2410740,693133,2017-11-14 14:20:59+00:00,@115877 @148768 what does this even mean?! Send help #sos https://t.co/t5ht0n39DI,,,,
74,1187807,399316,2017-10-24 23:51:07+00:00,".@115873, what exactly is a ""spooky compliment"" and why do you insist I give one to my driver? Pls advise.",,,,
75,1666357,507642,2017-11-26 04:48:05+00:00,@115873 one of your guys is driving around avoiding me and I'm not paying that 5 dollar cancellation fee 🤷🏻‍♂️,,,,
76,1527789,474371,2017-11-04 13:34:14+00:00,"@Uber_Support ""will be in touch"" means: ""will try to unsubscribe you from emails"", then ""will ask you for information that was already provided"" (shrug)",,,,
77,2598612,491759,2017-11-17 14:00:23+00:00,"@Uber_Support There is no point, your service agents do not read and send the same copy and paste messages. They avoid answering questions or solving the problem and never read previous messages.",,,,
78,1485789,443339,2017-10-28 21:06:19+00:00,Hey @115873 @131434 this guy just pulled up and as I went to open boot drove off. Not very happy. https://t.co/1HG5AgC0NN,,,,
79,1193503,400451,2017-10-25 00:49:24+00:00,"Hey @115873 what’s wrong with @115877??? I’m starving and can’t order anything, https://t.co/qKFgOOPIm7",,,,
80,2495813,712294,2017-10-30 01:18:12+00:00,"@Uber_Support Thanks, but like I said I have @115879 now. ✌️",,,,
81,2815021,784807,2017-11-27 02:26:48+00:00,@115873 @122828 ridesharing is seriosly messed up at ATL airport right now. Over 30 minutes wait times to get picked up... with an estimated arrival of 5 minutes the whole time... it might have been faster to walk home or take a regular taxi,,,,
82,620261,267213,2017-11-22 17:13:34+00:00,"What is the choice one has with @115873 when the price showed during payment is 50% higher than one shown when you requested the cab service @115873 support! With @115873 app you can give feedback about the driver, but not about #Uber?",,,,
83,2380950,647367,2017-11-13 10:26:12+00:00,"@115873 why did you charge me when the driver cancelled on me, then say that any refund will come off my next trip? Why are you keeping my money, not refunding properly?? https://t.co/By8jaWlIyW",,,,
84,2885981,457383,2017-11-28 13:51:42+00:00,@Uber_Support waiting for your reply,,,,
85,2441981,700291,2017-11-14 23:21:07+00:00,"@Uber_Support Stopping ripping us off would be a start, like upping the price into Manchester at 5.30. All the traffic is coming the other way you bloody con artist",,,,
86,1959909,188801,2017-10-30 21:30:55+00:00,@Uber_Support @581363 __email__,,,,
87,1758929,529462,2017-10-17 21:05:22+00:00,@115873 “oops something went wrong”.... with your app six times. Disgruntled taxi to the rescue!,,,,
88,64306,116168,2017-11-30 08:21:46+00:00,@Uber_Support thanks. sent it. kindly check.,,,,
89,1602986,491975,2017-10-28 22:17:55+00:00,@115873 I’ve generally had good service from you. Your guy tonight let me down big time. He’s trashed your reputation with me,,,,
90,1890526,563789,2017-10-22 13:33:18+00:00,Why won’t Uber eats let me verify my phone number 🙄🙄@Uber_Support,,,,
91,1481213,463924,2017-11-03 08:08:05+00:00,@Uber_Support I really recommend everyone to boycott Uber. These guys suck big time. No control over the drivers and blocking someone account without any reason shared. #Boycottuber,,,,
92,2366481,683135,2017-11-13 22:42:13+00:00,@Uber_Support need help with uploading my driver license y’all keep kicking it back.,,,,
93,1165405,394119,2017-10-15 19:38:45+00:00,@115873 i cannot access my account i reset my password many times but it doesnt work pls help me asap,,,,
94,616425,176456,2017-10-23 21:38:33+00:00,@Uber_Support @224036 SEE.,,,,
95,1474880,454972,2017-11-02 21:43:42+00:00,@Uber_Support claiming they have replied to my email - utter lies. They really are the worst customer service I’ve ever encountered.,,,,
96,145320,148943,2017-11-23 07:39:05+00:00,@Uber_Support @115873 I just had thee WORST experience with one of your drivers CALL ME NOW,,,,
97,1896200,154344,2017-10-18 12:33:25+00:00,Hey @115873 15 mins ago you said 4 mins. But then sent driver to drop off two others. Not nice,,,,
98,564435,252208,2017-12-03 00:40:48+00:00,@Uber_Support DM’d you my email. No response? I’m sorry to be chasing this so much. But it’s my purse. And I’m worried another passenger could walk away with it.,,,,
99,175041,157075,2017-11-25 00:17:07+00:00,"@Uber_Support I've deleted my account and I really, really hope you all get really painful gas tonight. Like, the kind that makes you wonder if you have a parasite or something. https://t.co/K5WjOvgB0d",,,,
100,2815898,785023,2017-11-27 03:09:00+00:00,@Uber_Support Thank you so much!,,,,
101,1058097,369819,2017-10-15 00:06:47+00:00,"@Uber_Support No problem. My ride drove me to my destination just fine. Only that for the future, the app should register that you are with a driver.",,,,
102,2170197,636640,2017-11-09 02:47:49+00:00,@115877 One bowl is full the other is half full... but nobody will answer why this is?,,,,
103,1485799,465039,2017-10-28 20:50:00+00:00,I’m tired of @115873 and these weak ass Uber drivers in vegas! Y’all make me feel like I’m wasting my money,,,,
104,1340931,432768,2017-10-27 15:34:46+00:00,@Uber_Support first ride is mean to be free yet I was charged,,,,
105,1763370,530512,2017-11-07 20:45:17+00:00,@115873 unimpressed when driver cancels fare to get a better one when I can see him,,,,
106,1038934,301743,2017-10-18 09:31:06+00:00,"@Uber_Support hi, i have shared the issue multiple times, yet, your team is closing the call without any resolution. is there a wa I can reach your team?",,,,
107,1293841,422565,2017-10-26 21:14:22+00:00,@115873 been called and turned down by 4 uber drivers at LHR - what on earth is going on?,,,,
108,440182,219468,2017-10-17 00:07:07+00:00,@115873 kinda pissed with you guys. Can’t use my Uber credits.no help when I ask why! Thinking about not using Uber again.,,,,
109,1240264,410922,2017-11-03 19:06:37+00:00,@Uber_Support a driver canceled on me forcing me to find another ride for 33% more...after doing so the same driver accepted the request,,,,
110,676274,281315,2017-11-23 11:02:20+00:00,"@Uber_Support my app &amp; my driver's app does not synch. My dest indicates the correct location with price, but his app indicates my pickup location as my drop-off point. Also, it seemed that he set his route to the opposite direction so he shouldn't have gotten my booking.",,,,
111,91607,135867,2017-12-01 09:20:32+00:00,@Uber_Support I did already for ubereats your response was below par,,,,
112,2081788,615651,2017-10-19 02:53:56+00:00,"@Uber_Support I’ve already gone through all this, I would like to talk to a representative",,,,
113,905425,334946,2017-10-13 18:59:17+00:00,@115873 my driver was unprofessional and asked to be paid in cash. I ask a refund for the hassle.,,,,
114,289823,170280,2017-10-08 08:37:48+00:00,"@Uber_Support Am I the only customer to leave a phone and wallet in an Uber, what is going on? No way to contact you other than Twitter? Outrageous!",,,,
115,228984,125793,2017-10-05 08:00:05+00:00,@Uber_Support @170612 Do you have a magic air freshener button to release it from the [U] ? Else how?,,,,
116,2194187,642072,2017-11-09 20:45:12+00:00,@Uber_Support 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾THANK YOU!!!!!!!!!!,,,,
117,972876,350734,2017-10-22 06:39:52+00:00,@Uber_Support I don't know why Uber has made it really difficult for the customers to contact. It says 24/7 but I receive no reply from you.,,,,
118,545883,246910,2017-12-02 18:14:08+00:00,@Uber_Support hey i sent the DM but no email,,,,
119,1680181,510556,2017-11-06 15:50:41+00:00,"@115873 I am waiting for a reply via email, twitter something. This is not right at all",,,,
120,915282,337332,2017-10-12 05:36:08+00:00,"@Uber_Support I keep checking, I’ve signed up for the emails:(",,,,
121,2876067,798407,2017-11-28 05:42:21+00:00,"@Uber_Support are you going to make me reset my password a 4th time in 20 days, send the same generic email to reset my password and continue letting hackers in London go for joy rides with my account?",,,,
122,2068280,611635,2017-10-08 08:11:24+00:00,so we just ordered @McDonalds breakfast from Uber eats and the pancakes came with black curly hairs im 😷😷😷😷 https://t.co/HtvnMoufHA,,,,
123,2646351,746637,2017-11-17 21:57:50+00:00,"@Uber_Support Hello, i have been charged for the so called free Krispy Kreme promotiom. Never got them anyways. I would like to get a refund. My paypal states that you are holding my money",,,,
124,722991,293116,2017-10-11 02:55:19+00:00,@Uber_Support Can you DM me and check on my behalf please?,,,,
125,2750551,770065,2017-11-21 00:36:16+00:00,"@Uber_Support Unhelpful. Uninformative. @115873 is the most uncommunicative company I have ever encountered, a quality that hinders progress and success.",,,,
126,2416660,694531,2017-10-29 08:55:40+00:00,"Book a taxi, go outside within 1 min &amp; rude driver says no, you're late, drives off &amp; charges us £5. Appalling, never again @115873 #Uber",,,,
127,2981094,822217,2017-11-30 04:31:15+00:00,@Uber_Support Please restore my account with respect to mobile number 9011978955 and delete 7066688823. Thanks,,,,
128,2759177,772060,2017-11-21 04:16:23+00:00,@Uber_Support Thnx,,,,
129,2558770,726386,2017-11-16 17:12:30+00:00,"@Uber_Support Already done this. The answer which i got is this only, which i said earlier.",,,,
130,2515063,545979,2017-10-30 08:23:48+00:00,@Uber_Support app didnt quote fare. ride finished no app prompt for total fare. credit card charge is 3 times the same ride previously.,,,,
131,688498,284486,2017-11-25 07:46:11+00:00,"@Uber_Support Sure, will do",,,,
132,683142,283031,2017-11-23 12:46:01+00:00,@Uber_Support Thank you!,,,,
133,2053900,607444,2017-10-06 04:28:58+00:00,And I’m done with @115877. My orders have been screwed up too often and their support sucks too hard. Back to @1165!,,,,
134,2466718,705825,2017-11-25 22:54:50+00:00,"Done with @6980. First driver cancels because their shitty gps couldn’t direct him to my location and second driver same problem, so I cancelled and it cost me $5. Every driver has to ask me directions because their map is so bad. Over it.",,,,
135,2294359,666232,2017-10-19 19:12:14+00:00,"Why doesn't @115877 deliver to Temecula? Get with it, I'm hungry",,,,
136,457863,569337,2017-12-01 03:28:00+00:00,@Uber_Support Hopefully soon don’t want to drive till this is fixed,,,,
137,2961965,817368,2017-11-29 20:57:53+00:00,@115873 why the fuck do your drivers sit in the same spot for ten minutes before picking me up???,,,,
138,469493,226791,2017-12-01 07:29:46+00:00,@Uber_Support Are you taking the fucking piss,,,,
139,1145207,389536,2017-10-15 13:02:29+00:00,@Uber_Support you have really bad drivers that always tell me to cancel. You also need to fix your GPS.,,,,
140,432835,217952,2017-10-10 15:33:30+00:00,"@Uber_Support btw, that link didnt answer my question. but its ok, lyfts website gave me the answer that i needed",,,,
141,2784809,777553,2017-11-27 00:32:24+00:00,"@115873 @Uber_Support Left my phone with one of ur drivers. Contacted her, she wont respond. What should I do next? #SOS",,,,
142,125043,144031,2017-11-24 02:10:40+00:00,@Uber_Support y my acct block again.can u help? my email is __email__,,,,
143,1658766,506092,2017-11-06 04:32:51+00:00,I’m tryna schedule an upcoming trip for someone on Uber but ya app isn’t letting me :( @115873,,,,
144,2625382,741585,2017-10-30 23:31:12+00:00,@Uber_Support How will we “be in touch”? Email?,,,,
145,1002868,357385,2017-10-14 08:16:11+00:00,"@Uber_Support Hi, my Uber Account is suspended. Help.",,,,
146,1396800,444813,2017-10-29 12:28:08+00:00,@Uber_Support No Trouble! The service was great once driver got there! Just fyi to make some adjustments to your driver's route app. Needs some fixing!,,,,
147,2462258,658588,2017-11-15 08:18:38+00:00,@Uber_Support @704902 Lol... “Here to help” is bullshit. @Uber_Support won’t help you at all. They are anti-passenger.,,,,
148,683909,283220,2017-11-23 12:11:07+00:00,"@115873 @Uber_Support @119983 Hi, Uber is taking booking from Barrackpore to Howrah but not Howrah to Barrackpore instead it take booking up to Khardaha only..why? Revised this and extend it up to Barrackpore..",,,,
149,2410682,693110,2017-11-14 16:24:08+00:00,"@Uber_Support hey last Saturday I had an incorrect fare fee that y'all were supposed to adjust and refund me +$90, instead I was charged $90 again today! Cmon #Uber ?! #Lyft is calling my name ..",,,,
150,1101162,129052,2017-10-23 22:33:07+00:00,@Uber_Support your Uber eats just expanded to my city but there none of the business’s you said there would be,,,,
151,1266565,416558,2017-10-26 11:15:14+00:00,18 min to get right from hotel in Oakland to airport @115873 really that is my match ?,,,,
152,778253,305827,2017-10-11 21:14:44+00:00,@Uber_Support trying to make an account and it won't let me - can someone follow up asap,,,,
153,1374208,439855,2017-10-28 00:09:38+00:00,@115877 @uber_support,,,,
154,109158,140229,2017-11-23 05:40:37+00:00,@Uber_Support Thank you. I'll send it again.,,,,
155,1593619,489767,2017-10-17 04:46:34+00:00,@Uber_Support today took my kid without waiting for me to ride and left and my daughter with him and he talk bad and let me leave the car,,,,
156,102110,138386,2017-11-30 17:49:44+00:00,"I cannot process my order, it keeps saying error verifying payment profile. 😡😡😡😡 @115877",,,,
157,1081549,375131,2017-10-23 19:51:38+00:00,@Uber_Support this is not a useful message when you are at the hospital and want to go home https://t.co/Dzwjb2GJ84,,,,
158,70075,251606,2017-12-02 22:54:50+00:00,"@McDonalds @115877 Nope, you guys don’t deliver here. =(",,,,
159,170438,155303,2017-11-24 21:26:47+00:00,@115877 I want a refund IMMEDIATELY! Food was not delivered after 2 hours then order was cancelled saying unable to deliver after 2 hours? Restaurant called had to collect and pay again for cold soggy food for my family! Shocking!,,,,
160,2512363,716018,2017-12-01 00:19:29+00:00,@115877 how long does a courier have to wait before speeding off with my food that I paid for?😑😑😑😑😑😑,,,,
161,2217545,647873,2017-11-10 06:25:48+00:00,@Uber_Support I was charged extra fare even if the driver had cancelled the ride! I was made to pay extra fare! Refund the money asap!,,,,
162,83619,134369,2017-11-30 09:57:16+00:00,@Uber_Support I received this promotional code but it is not working. https://t.co/xPRUcTIjPK,,,,
163,647064,273686,2017-11-22 18:34:59+00:00,"@119983 refered my friend on uber we got free ride of 25₹ but after we availed the ride, I didn't got any promo or benefits. Is this to expect or something else ? @116288 @115873 @Uber_Support",,,,
164,1691632,513490,2017-10-28 22:53:54+00:00,@115873 how many fucking times are you going to cancel trips on me?! Might have to go check out @115879,,,,
165,1268432,416999,2017-10-26 13:37:02+00:00,"@Uber_Support - acct hacked last year, charges cancelled, I closed my acct. Recently re downloaded app and tried to book but was declined",,,,
166,865980,325640,2017-10-13 12:47:52+00:00,@Uber_Support Hey. Yeah. Uber. You guys are refusing to refund me even though my driver took me to THE WRONG STATE. what the hell??,,,,
167,669822,139951,2017-11-23 06:26:44+00:00,"@Uber_Support @119983 @3564 @127960 @115873 You guys asked me to DM you guys and instead of accepting your mistake, you guys are blaming it on driver. You guys say that you want to help but it’s not evident from your replies. Can anyone help me out? https://t.co/XwVKhDiaGg",,,,
168,2855812,793799,2017-11-27 21:09:26+00:00,@115877 Can fucking McDonald's not be currently un fucking available you freak fucks thanks,,,,
169,595115,257875,2017-12-03 18:50:42+00:00,@Uber_Support I was charged $75 for a $10 ride how do I dispute or find out why i was overcharged ? Why is there no way to speak directly with someone very frustrating,,,,
170,1740957,525263,2017-10-28 23:24:46+00:00,@Uber_Support my account info has been wiped when I accidentally created a new acc rather than logging in. Can I get my old acc back?,,,,
171,2619979,740347,2017-11-17 15:23:17+00:00,@Uber_Support dwar sir I try all mean to reset my forget password but no link is working g,,,,
172,251598,175815,2017-10-06 02:01:53+00:00,"@Uber_Support Hi, I have provided all the details in the link you provided and confirmed the email address. please process my concern now",,,,
173,583022,257491,2017-12-03 13:47:41+00:00,@Uber_Support i have written 2-3 mail but no reply come from your side.,,,,
174,1047301,367541,2017-10-23 11:06:39+00:00,I'm in an @115873 and the driver is a very rude uncle. He did not help me with my luggage and shouted at me when I got in to the car.,,,,
175,980550,352496,2017-10-22 05:56:25+00:00,I just waited 30 mins for an uber that was 2mins away @115873 super fun https://t.co/vM52N0zVdu,,,,
176,2064070,610454,2017-10-07 20:56:07+00:00,"@Uber_Support No, notifications not turned off. And it's against the law (and unsafe) to read text messages while driving anyway.",,,,
177,2671031,752165,2017-11-19 11:36:27+00:00,"@Uber_Support Very Bad Experience at Bangalore Driver took Tolls from me in Cash, also not followed suggested route took long way...too much high Bill..Suketu Nayak Mob. 9925552595 Help Help Uber Help",,,,
178,1053766,368986,2017-10-23 14:50:49+00:00,@115873 - Someone has been using my card to take trips. Over 60 rides. I can't even get in contact with someone on your end. PLEASE HELP!,,,,
179,859835,324146,2017-10-13 14:17:15+00:00,"This is a joke @115873 you’ve cancelled my ride 3 times. It’s 1am you shouldn’t do this, my ride is now 12 minutes away... what",,,,
180,2217555,647876,2017-11-10 06:15:21+00:00,@115873 I'm applying for a job with a health care company. What number do they call to verify that I work for Uber?,,,,
181,412214,213346,2017-11-23 16:15:08+00:00,@Uber_Support This is still unresolved even after sending the ID proofs and phone number information. I am unable to use my account for months !,,,,
182,800432,310729,2017-10-12 15:36:22+00:00,@115873 Ya’ll need to talk to your drivers about being offensive. Just saw a snap of a driver being super offensive in LA,,,,
183,2273873,197397,2017-11-11 13:25:58+00:00,"530am and I'm tryna uber eats a 20piece from @188082 but they still don't got it please have this available soon. Thank you. @115877 Confidently, Egal Saireh",,,,
184,257395,177219,2017-10-05 18:17:13+00:00,@Uber_Support Does Uber offer VIP status in Boston?,,,,
185,2312596,670657,2017-11-26 16:13:46+00:00,"Had an absolute nightmare with @115873, sort it out. Seriously.",,,,
186,21986,120787,2017-11-01 07:40:20+00:00,@Uber_Support When asked to turn the heater on but he replied AC is broken. Seat had dirty spots on the seats. Unprofessional driver and car condition,,,,
187,24077,121186,2017-11-01 08:23:46+00:00,To the @115873 who got shouted at outside me. I feel sorry for you. Thank god backup of another driver came! #Uber #windsor,,,,
188,1232372,409030,2017-10-25 21:03:00+00:00,@115873 One of your drivers has parked in front of my garage. Leeds: FP11 VCW,,,,
189,2379899,686245,2017-11-14 04:45:52+00:00,@115873 @Uber_Support @Uber_Support Worst customer support ever.,,,,
190,671362,280168,2017-11-23 00:47:45+00:00,@115873 @115879 please try to fix this issue!,,,,
191,1973886,443993,2017-10-18 17:49:57+00:00,@Uber_Support I can't figure out what the transaction number is from my paypal account. The form you linked me to requires that. Can't I just email info?,,,,
192,1078884,374501,2017-10-23 17:13:44+00:00,@Uber_Support just had a terrifying journey in miami. Driver didn't know where airport was and took wrong exit and was on phone while time..,,,,
193,349661,199207,2017-10-09 19:57:36+00:00,@Uber_Support No update since then .,,,,
194,1448137,456053,2017-11-02 16:29:09+00:00,@Uber_Support uber app not working from 2 days 9654852085,,,,
